Code,Disease Name,Avg Price (INR),Claim Count,Fraud Rate
7200,Ankylosing spondylitis,296.53,170,36.47
7859,Cardiovas sys symp NEC,296.5,60,33.33
9511,Injury trochlear nerve,296.43,28,35.71
4784,Vocal cord/larynx polyp,296.25,32,34.38
29603,Bipol I sing-sev w/o psy,296.12,103,37.86
V4362,Joint replaced elbow,296.1,77,42.86
84202,Sprain radiocarpal,295.95,42,30.95
38604,Inactive Meniere's dis,295.9,83,34.94
9940,Effects of lightning,295.83,12,33.33
V4964,Status amput wrist,295.76,59,30.51
2149,Lipoma NOS,295.65,23,30.43
2389,Uncert behavior neo NOS,295.56,45,26.67
9134,Insect bite forearm,295.48,31,32.26
V579,Rehabilitation proc NOS,295.47,536,37.13
3361,Vascular myelopathies,295.45,11,27.27
20960,Ben crcnd prim site unkn,295.0,20,45.0
9945,Exhaustion-excess exert,294.71,17,41.18
80505,Fx c5 vertebra-closed,294.62,26,38.46
87351,Open wound cheek-compl,294.62,13,53.85
9309,Foreign bdy ext eye NOS,294.38,16,50.0
99592,Severe sepsis,294.38,16,31.25
61805,Perineocele,294.29,14,21.43
72231,Schmorls node-thoracic,294.27,253,45.45
53420,Ac margin ulc w hem/perf,294.19,31,45.16
72991,Post-traumatic seroma,294.18,67,40.3
72612,Bicipital tenosynovitis,294.0,75,41.33
36583,Aqueous misdirection,293.91,23,39.13
87350,Open wnd face NOS-compl,293.85,13,53.85
72232,Schmorls node-lumbar,293.81,270,34.81
80510,Fx cervical vert NOS-opn,293.75,16,31.25
V538,Adjustment of wheelchair,293.73,533,36.59
78820,Retention urine NOS,293.69,122,41.8
8443,Sprain super tibiofibula,293.66,41,41.46
81330,Fx shaft forearm NOS-opn,293.64,11,27.27
78064,Chills (without fever),293.16,38,28.95
V5721,Encntr occupatnal thrpy,293.09,551,40.11
29682,Atypical depressive dis,292.97,101,40.59
5182,Compensatory emphysema,292.93,82,37.8
V4450,Cystostomy status NOS,292.93,99,38.38
9176,Foreign body foot & toe,292.92,24,41.67
V4365,Joint replaced knee,292.89,128,30.47
38921,"Mixed hearing loss,unilt",292.78,18,16.67
9175,Insect bite foot/toe-inf,292.5,28,35.71
99594,SIRS-noninf w ac org dys,292.5,12,33.33
53781,Pylorospasm,292.31,26,46.15
9500,Optic nerve injury,292.27,22,50.0
4473,Renal artery hyperplasia,292.17,46,23.91
34200,Flccd hmiplga unspf side,292.14,14,28.57
44382,Erythromelalgia,292.14,42,42.86
3572,Neuropathy in diabetes,292.12,33,36.36
V149,Hx-drug allergy NOS,292.11,19,36.84
7216,Ankyl vert hyperostosis,292.09,297,39.73
4720,Chronic rhinitis,292.05,39,33.33
87411,Open wound larynx-compl,292.0,15,46.67
71886,Jt derangement NEC-l/leg,291.96,46,32.61
V1582,History of tobacco use,291.92,52,36.54
6081,Spermatocele,291.82,11,45.45
38634,Toxic labyrinthitis,291.81,94,29.79
71635,Climact arthritis-pelvis,291.79,56,37.5
29606,Bipol I single manic rem,291.55,84,38.1
23876,Myelofi w myelo metaplas,291.54,26,23.08
6265,Ovulation bleeding,291.43,28,39.29
53160,Chr stomach ulc hem/perf,291.38,29,34.48
7937,Nonsp abn find-ms system,291.22,82,41.46
71924,Villonod synovit-hand,291.18,51,33.33
38052,Stenosis ear d/t surgery,291.05,19,47.37
2380,Unc behav neo bone,291.03,39,41.03
92321,Contusion of wrist,290.97,31,48.39
V4366,Joint replaced ankle,290.96,73,43.84
9549,Injury trunk nerve NOS,290.71,14,35.71
80717,Fracture seven ribs-open,290.71,14,42.86
71994,Joint dis NOS-hand,290.62,48,35.42
72281,Postlaminect synd-cerv,290.58,291,32.3
6068,Male infertility NEC,290.56,18,16.67
29612,Recur manic dis-mod,290.56,90,34.44
V4579,Acq absence of organ NEC,290.49,41,36.59
7325,Juv osteochondrosis foot,290.43,47,46.81
V8554,"BMI,pediatric >= 95%",290.38,26,26.92
V4361,Joint replaced shoulder,290.29,69,37.68
29515,Hebephrenia-remission,290.28,36,36.11
2984,Psychogen paranoid psych,290.19,52,32.69
71699,Arthropathy NOS-mult,290.18,56,39.29
72142,Spond compr lumb sp cord,290.14,290,33.79
V5971,Egg donor age <35 anon,290.0,20,40.0
72662,Tibial coll lig bursitis,290.0,68,39.71
9220,Contusion of breast,290.0,19,36.84
4779,Allergic rhinitis NOS,290.0,55,34.55
5730,Chr passiv congest liver,289.88,84,46.43
79400,Abn cns funct study NOS,289.57,47,51.06
5935,Hydroureter,289.46,74,39.19
9570,Inj superf nerv head/nck,289.38,16,62.5
07051,Hpt C acute wo hpat coma,289.29,28,32.14
V8523,"BMI 27.0-27.9,adult",289.26,27,48.15
V4965,Status amput below elbow,289.14,81,39.51
V8381,Cystic fibrosis gene car,289.09,22,31.82
34602,Mgrn w aur wo ntrc mgrn,288.75,40,40.0
35921,Myotonic musclr dystrphy,288.57,42,40.48
2830,Autoimmun hemolytic anem,288.5,254,40.55
30923,Academic/work inhibition,288.46,13,38.46
29626,Depr psychos-full remiss,288.44,90,37.78
27730,Amyloidosis NOS,288.39,31,38.71
38641,Round window fistula,288.39,93,35.48
538,GI mucositis (ulceratve),288.06,67,37.31
V4989,Conditn influ health NEC,288.06,31,48.39
72763,Rupt exten tendon hand,288.05,77,37.66
9588,Early complic trauma NEC,288.0,10,10.0
71818,Loose body-joint NEC,288.0,45,46.67
78931,Abdmnal mass rt upr quad,287.97,69,33.33
2981,Excitativ type psychosis,287.62,42,26.19
7062,Sebaceous cyst,287.54,65,36.92
81002,Fx clavicle shaft-closed,287.5,16,31.25
2777,Dysmetabolic syndrome x,287.5,28,25.0
71694,Arthropathy NOS-hand,287.36,53,39.62
29646,Bipol I cur man full rem,287.35,98,32.65
V5882,Fit/adj non-vsc cath NEC,287.25,501,37.13
V482,Mechanical prob w head,287.16,67,37.31
25802,Mult endo neop type IIA,287.07,75,37.33
99586,Malignant hyperthermia,287.06,17,29.41
8440,Sprain lateral coll lig,286.98,43,34.88
1408,Mal neo lip NEC,286.88,16,56.25
38031,Hematoma auricle/pinna,286.84,19,47.37
29182,Alcoh induce sleep disor,286.67,15,53.33
20036,Margin zone lym pelvic,286.67,15,46.67
41411,Aneurysm coronary vessel,286.6,47,42.55
2364,Unc behav neo testis,286.59,41,48.78
9249,Contusion NOS,286.54,26,42.31
71954,Jt stiffness NEC-hand,286.28,43,32.56
38633,Suppurativ labyrinthitis,286.22,90,26.67
4252,Obsc afric cardiomyopath,286.15,13,23.08
9308,Foreign bdy ext eye NEC,285.83,12,33.33
81403,"Fx triquetral, wrist-cl",285.71,14,57.14
4772,Allerg rhinitis-cat/dog,285.53,38,44.74
87340,Open wound of face NOS,285.33,15,33.33
5881,Nephrogen diabetes insip,285.25,61,45.9
70723,"Pressure ulcer,stage III",284.91,106,31.13
8408,Sprain shoulder/arm NEC,284.86,35,42.86
33911,Episdic tension headache,284.63,41,39.02
3411,Schilder's disease,284.52,42,33.33
23690,Unc behav neo urinar NOS,284.41,34,32.35
V483,Mech prob w neck & trunk,284.39,82,37.8
49302,Ext asthma w(acute) exac,284.25,106,36.79
72631,Medial epicondylitis,284.23,71,30.99
V520,Fitting artificial arm,284.22,512,35.55
3485,Cerebral edema,284.06,32,56.25
V1059,Hx-urinary malignan NEC,284.0,10,30.0
3449,Paralysis NOS,284.0,10,60.0
72705,Tenosynov hand/wrist NEC,283.87,93,39.78
29535,Paranoid schizo-remiss,283.83,47,27.66
71666,Monoarthritis NOS-l/leg,283.82,34,41.18
2351,Unc behav neo oral/phar,283.78,37,29.73
20278,Periph T cell lym multip,283.75,16,12.5
72704,Radial styloid tenosynov,283.69,84,36.9
20969,Bengn carcinoid oth site,283.68,19,42.11
9949,Effect external caus NEC,283.64,22,45.45
V4364,Joint replaced hip,283.51,111,31.53
7906,Abn blood chemistry NEC,283.38,80,48.75
9946,Motion sickness,283.33,12,16.67
V4586,Bariatric surgery status,283.33,36,33.33
V072,Prophylact immunotherapy,283.21,28,46.43
72813,Postop heterotopic calc,283.1,84,36.9
07043,Hpt E w hepat Coma,282.92,24,33.33
71534,Loc osteoarth NOS-hand,282.63,133,36.09
9210,Black eye NOS,282.5,32,25.0
87349,Open wound of face NEC,282.5,16,43.75
5375,Gastroptosis,282.5,16,18.75
34681,Othr migrne w ntrc mgrne,282.5,36,30.56
V860,Estrogen recep pstv stat,282.37,38,44.74
38658,Labyrinthine dysfunc NEC,282.23,94,28.72
99988,Infusion reaction NEC,281.43,14,14.29
V4966,Status amput above elbow,281.31,61,32.79
5790,Celiac disease,281.13,71,45.07
7930,Nonsp abn fd-skull/head,281.02,49,30.61
03641,Meningococc pericarditis,281.0,10,20.0
71633,Climact arthrit-forearm,280.93,43,34.88
1703,Mal neo ribs/stern/clav,280.83,12,41.67
33941,Hemicrania continua,280.81,37,43.24
5799,Intest malabsorption NOS,280.74,68,33.82
8786,Open wound of vagina,280.71,14,28.57
2570,Testicular hyperfunction,280.71,14,35.71
71939,Palindrom rheum-mult jts,280.62,48,37.5
40412,Ben hy ht/kd st V w/o hf,280.31,65,35.38
7873,Flatul/eructat/gas pain,280.22,91,31.87
2982,Reactive confusion,280.19,53,43.4
1821,Mal neo uterine isthmus,280.16,61,32.79
29656,Bipol I currnt dep remis,279.34,106,34.91
1303,Toxoplasma myocarditis,279.23,13,46.15
8469,Sprain sacroiliac NOS,279.18,49,26.53
7328,Osteochondropathy NEC,278.86,35,40.0
9160,Abrasion hip & leg,278.75,24,25.0
2121,Benign neo larynx,278.62,29,48.28
4845,Pneumonia in anthrax,278.54,41,34.15
0830,Q fever,278.5,40,40.0
4270,Parox atrial tachycardia,278.48,1452,36.98
6215,Intrauterine synechiae,278.46,13,7.69
32702,Insomnia dt mental disor,278.39,31,45.16
72272,Thor disc dis w myelopat,278.39,285,40.35
81306,Fx radius neck-closed,278.24,17,35.29
80716,Fracture six ribs-open,278.18,11,63.64
36234,Transient arterial occlu,278.18,11,36.36
81383,Fx radius w ulna NOS-cl,278.18,11,27.27
8260,"Fx phalanx, foot-closed",278.12,16,37.5
8760,Open wound of back,278.0,10,30.0
71992,Joint dis NOS-up/arm,277.8,41,29.27
8402,Sprain coracohumeral,277.74,62,35.48
9168,Superfic inj hip/leg NEC,277.62,21,42.86
92309,Contusion shoulder & arm,277.59,29,37.93
72270,Disc dis w myelopath NOS,277.49,267,41.95
45932,Chr venous hypr w inflam,277.44,43,44.19
2730,Polyclon hypergammaglobu,277.42,31,38.71
34683,Oth mgr w ntrc w st mgr,277.35,34,17.65
6968,Psorias related dis NEC,277.33,15,33.33
4572,Lymphangitis,277.23,47,38.3
6869,Local skin infection NOS,277.19,64,37.5
V4289,Trnspl status organ NEC,277.14,21,42.86
38631,Serous labyrinthitis,277.14,70,40.0
34931,Accid punc/op lac dura,276.88,16,31.25
45931,Chr venous hyper w ulcer,276.76,37,35.14
36284,Retinal ischemia,276.67,12,33.33
7132,Arthropath w hematol dis,276.6,50,22.0
2365,Unc behav neo prostate,276.57,35,31.43
2353,Unc behav neo liver,276.11,36,33.33
72401,Spinal stenosis-thoracic,276.06,241,36.1
9302,FB in lacrimal punctum,276.0,15,40.0
2320,Ca in situ skin lip,275.97,62,38.71
72230,Schmorl's nodes NOS,275.92,262,32.82
7222,Disc displacement NOS,275.92,284,35.21
76071,Maternl alc aff NB/fetus,275.83,12,25.0
9989,Surgical complicat NOS,275.83,12,41.67
8462,Sprain sacrospinatus,275.77,52,44.23
25032,DMII oth coma uncontrold,275.77,123,39.84
2707,Straig amin-acid met NEC,275.68,37,40.54
9179,Superf inj foot NEC-inf,275.67,30,33.33
72672,Tibialis tendinitis,275.62,80,38.75
29641,Bipol I curnt manic-mild,275.6,91,30.77
7283,Muscle disorders NEC,275.32,79,35.44
1735,Diagnosis 1735,275.31,64,31.25
28802,Cyclic neutropenia,275.22,23,21.74
V8481,Genetc sus mult endo neo,275.0,32,46.88
7874,Visible peristalsis,274.87,78,37.18
261,Nutritional marasmus,274.85,33,42.42
7135,Arthropathy w nerve dis,274.69,49,40.82
72141,Spond compr thor sp cord,274.53,276,34.42
80514,Fx c4 vertebra-open,274.38,16,43.75
82523,Fx cuboid-closed,274.29,14,21.43
7828,Changes in skin texture,274.29,28,39.29
49300,Extrinsic asthma NOS,274.21,107,30.84
V699,Prblm rltd lfstyle NOS,274.17,36,36.11
73394,Stress fx metatarsals,274.17,12,41.67
9079,Late eff nerve inj NEC,274.12,17,41.18
7217,Traumatic spondylopathy,273.9,272,36.4
9182,Superfic inj conjunctiva,273.64,22,45.45
V4967,Status amput shoulder,273.59,78,41.03
84213,Sprain interphalangeal,273.53,51,39.22
78094,Early satiety,273.43,35,37.14
V189,Fam hx genet dis carrier,273.33,27,25.93
11593,Histoplasmosis pericard,273.12,16,18.75
8712,Rupture eye w tissu loss,273.0,10,50.0
7212,Thoracic spondylosis,273.0,260,30.77
84211,Sprain carpometacarpal,272.68,41,39.02
6244,Old laceration of vulva,272.67,15,33.33
9111,Abrasion trunk-infected,272.58,31,35.48
38601,"Actv Meniere,cochlvestib",272.43,74,37.84
32714,Hypersomnia in other dis,272.22,36,44.44
72881,Interstitial myositis,272.17,69,30.43
V872,Cont/exp hazard chem NEC,272.12,33,33.33
8411,Sprain ulnar collat lig,272.11,38,39.47
V495,Limb problems NEC,271.87,75,36.0
1910,Malign neopl cerebrum,271.82,11,27.27
4463,Lethal midline granuloma,271.75,40,40.0
9058,Late effec tendon injury,271.67,36,33.33
9599,Injury-site NOS,271.43,14,21.43
9533,Sacral root injury,271.43,14,35.71
33943,Prim thnderclap headache,271.36,44,38.64
78055,Irreg sleep-wake rhy NOS,271.3,23,39.13
78937,Abdmnal mass generalized,270.99,71,36.62
34641,Menstl mgrn w ntrc wo st,270.83,36,36.11
71504,Gen osteoarthros-hand,270.74,121,31.4
9196,Superfic foreign bdy NEC,270.65,31,38.71
V532,Adjustment hearing aid,270.62,16,37.5
71925,Villonod synovit-pelvis,270.38,52,40.38
78799,Digestve syst symptm NEC,270.27,74,48.65
47871,Laryngeal cellulitis,270.25,40,27.5
V854,Diagnosis V854,270.0,28,25.0
38656,Loss labyrin react bilat,270.0,85,29.41
3532,Cervical root lesion NEC,270.0,33,36.36
9156,Foreign body finger,270.0,28,21.43
71819,Loose body-mult joints,269.82,55,29.09
3529,Cranial nerve dis NOS,269.71,34,29.41
7232,Cervicocranial syndrome,269.66,298,39.93
71961,Joint symptom NEC-shlder,269.66,58,36.21
38653,Hypoact labyrinth unilat,269.58,96,36.46
5950,Acute cystitis,269.47,379,36.41
33944,Comp headache synd NEC,269.27,41,29.27
7272,Occupational bursitis,269.17,60,31.67
72982,Cramp in limb,269.15,71,39.44
72632,Lateral epicondylitis,269.14,70,40.0
6267,Postcoital bleeding,269.09,11,18.18
20227,Sezary's disease spleen,269.0,10,60.0
2732,Paraproteinemia NEC,268.93,28,42.86
99589,Adverse effect NEC,268.82,17,29.41
69555,Exfl d/t eryth 50-59 bdy,268.75,16,18.75
4296,Papillary muscle rupture,268.72,39,43.59
71865,Protrusio acetabuli NOS,268.7,46,43.48
8797,Open wnd trunk NEC-compl,268.67,15,53.33
9594,Hand injury NOS,268.67,15,60.0
8468,Sprain sacroiliac NEC,268.4,50,42.0
7853,Abnorm heart sounds NEC,268.3,88,35.23
36514,Glaucoma of childhood,268.28,29,27.59
44323,Dissection renal artery,268.28,29,41.38
78262,Flushing,268.21,28,35.71
81411,"Fx navicular, wrist-open",268.18,11,18.18
80715,Fracture five ribs-open,268.18,11,36.36
2899,Blood disease NOS,268.18,22,31.82
78341,Failure to thrive-child,268.0,20,35.0
9101,Abrasion head-infected,267.88,33,39.39
38648,Labyrinth fistula comb,267.88,66,30.3
V447,Artificial vagina status,267.86,28,42.86
5847,"Ac kidny fail, medu necr",267.62,147,29.25
36500,Preglaucoma NOS,267.39,23,39.13
29503,Simp schiz-subchr/exacer,267.11,45,31.11
7289,Muscle/ligament dis NOS,267.08,72,38.89
42982,Hyperkinetic heart dis,267.02,47,44.68
V079,Prophyl or tx meas NOS,266.97,33,36.36
2914,Pathologic alcohol intox,266.84,19,26.32
8482,Sprain of thyroid region,266.73,52,46.15
6083,Atrophy of testis,266.67,18,38.89
45913,Postphl syn w ulc&inflam,266.42,67,34.33
9510,Injury oculomotor nerve,266.36,11,36.36
3595,Myopathy in endocrin dis,266.36,33,27.27
78603,Apnea,266.12,273,35.9
8931,Open wound toe-compl,266.11,18,38.89
60884,"Chylocele, tunic vaginal",265.93,27,51.85
7929,Abn find-body subst NEC,265.93,27,44.44
5645,Functional diarrhea,265.81,74,24.32
87263,Open wnd eustachian tube,265.71,14,28.57
V454,Arthrodesis status,265.7,79,36.71
5642,Postgastric surgery synd,265.62,16,12.5
71933,Palindrom rheum-forearm,265.41,37,32.43
92303,Contusion of upper arm,265.38,26,30.77
34672,Ch mgr wo ara wo nt w st,265.15,33,33.33
71580,Osteoarthrosis-mult site,265.07,134,33.58
V8536,"BMI 36.0-36.9,adult",265.0,36,38.89
937,Foreign body anus/rectum,265.0,10,40.0
60822,Intravag tors sperm cord,265.0,12,50.0
7018,Skin hypertro/atroph NEC,264.51,51,47.06
4295,Chordae tendinae rupture,264.17,36,50.0
5111,Bact pleur/effus not TB,264.11,73,43.84
6208,Noninfl dis ova/adnx NEC,264.0,15,20.0
40410,Ben hy ht/kd I-IV w/o hf,263.96,53,33.96
V4572,Acquire absnce intestine,263.81,42,30.95
8075,Fx larynx/trachea-closed,263.75,16,50.0
71632,Climact arthritis-up/arm,263.58,53,32.08
7209,Inflam spondylopathy NOS,263.55,290,40.34
V416,Problem w swallowing,263.11,74,36.49
V163,Family hx-breast malig,263.1,58,39.66
2719,Dis carbohydr metab NOS,262.9,31,48.39
29531,Paranoid schizo-subchr,262.88,52,30.77
43840,Lte ef-mplga low lmb NOS,262.81,32,25.0
79401,Abnorm echoencephalogram,262.76,29,41.38
3920,Rheum chorea w hrt invol,262.73,11,9.09
V5049,Prphylct orgn rmvl other,262.59,27,29.63
72280,Postlaminectomy synd NOS,262.55,267,40.82
71985,Joint dis NEC-pelvis,262.5,40,30.0
7243,Sciatica,262.49,301,36.88
7235,Torticollis NOS,262.48,258,38.76
44620,Hypersensit angiitis NOS,262.45,49,36.73
4554,Ext thrombos hemorrhoid,262.38,42,42.86
71634,Climact arthritis-hand,262.37,59,35.59
72081,Spondylopathy in oth dis,262.28,268,33.21
30981,Posttraumatic stress dis,262.22,63,42.86
V694,Lack of adequate sleep,262.19,32,31.25
60781,Balanitis xerotica oblit,262.14,14,35.71
V8909,Oth sus mat/ftl nt fnd,262.14,28,35.71
8407,Sup glenoid labrm lesion,262.09,43,30.23
32744,Parasomnia oth diseases,262.06,34,35.29
9921,Heat syncope,262.0,10,40.0
72973,Nontrauma comp syn-abd,261.95,87,33.33
71641,Trans arthropathy-shlder,261.84,49,30.61
28865,Basophilia,261.5,20,50.0
72089,Inflam spondylopathy NEC,261.42,274,33.94
V138,Diagnosis V138,261.38,29,27.59
3599,Myopathy NOS,261.14,44,38.64
87321,Open wound nasal septum,260.91,11,54.55
78440,Voice/resonance dis NOS,260.81,37,27.03
7817,Tetany,260.81,37,32.43
29550,Latent schizophren-unsp,260.78,51,33.33
V1551,Hx traumatic fracture,260.62,16,43.75
71931,Palindrom rheum-shlder,260.61,49,44.9
53461,Chr marg ulc hem/perf-ob,260.57,35,34.29
3659,Glaucoma NOS,260.44,45,42.22
7134,Arthropathy w resp dis,260.43,46,41.3
V4573,Acquired absence kidney,260.28,36,38.89
68111,Onychia of toe,260.14,70,51.43
4431,Thromboangiit obliterans,260.0,42,38.1
9595,Finger injury NOS,260.0,14,57.14
71997,Joint dis NOS-ankle,260.0,49,30.61
71520,Loc 2nd osteoarth-unspec,259.92,129,31.01
30392,Alcoh dep NEC/NOS-episod,259.57,23,47.83
29605,Bipol I sing man rem NOS,259.54,87,41.38
4928,Emphysema NEC,259.53,473,34.25
V1052,Hx of kidney malignancy,259.5,100,28.0
72764,Rupt flexor tendon hand,259.45,91,36.26
25952,Part androgen insnsitvty,259.38,16,31.25
44283,Splenic artery aneurysm,259.35,46,39.13
29581,Schizophrenia NEC-subchr,259.3,43,55.81
71903,Joint effusion-forearm,259.25,40,27.5
57142,Autoimmune hepatitis,259.17,24,37.5
9143,Blister hand-infected,259.17,36,27.78
29602,Bipol I single manic-mod,259.1,89,32.58
V554,Atten to enterostomy NEC,259.09,77,42.86
2219,Ben neo fem genital NOS,259.05,21,47.62
87210,Opn wnd ex ear NOS-compl,259.0,10,50.0
5848,Acute kidney failure NEC,258.98,147,40.14
2332,Ca in situ uterus NEC,258.92,74,31.08
3321,Secondary parkinsonism,258.86,35,45.71
V443,Colostomy status,258.8,75,34.67
24911,Sec DM ketoacd uncntrld,258.73,110,35.45
6274,Sympt state w artif meno,258.44,90,38.89
80852,Fracture of ischium-open,258.42,19,47.37
53101,Ac stomac ulc w hem-obst,258.38,37,48.65
7239,Neck disorder/sympt NOS,258.37,257,31.91
7201,Spinal enthesopathy,258.34,289,36.33
20781,Oth spf leuk w remsion,258.33,12,41.67
34682,Oth mgr wo ntrc w st mgr,258.33,30,43.33
34642,Menstl mgr wo ntrc w st,258.16,38,34.21
81613,"Fx mult phalan, hand-opn",258.0,10,10.0
29542,Schizophren dis-chronic,257.95,44,29.55
931,Foreign body in ear,257.86,14,35.71
71645,Trans arthropathy-pelvis,257.74,53,28.3
78469,Symbolic dysfunction NEC,257.5,44,22.73
2304,Ca in situ rectum,257.5,28,28.57
78321,Abnormal loss of weight,257.46,63,34.92
47831,Vocal paral unilat part,257.42,31,29.03
5716,Biliary cirrhosis,257.39,92,43.48
7932,Nonsp abn intrathor NEC,257.35,34,29.41
8783,Opn wnd scrot/test-compl,257.14,14,21.43
59371,Vscurt rflx npht uniltrl,257.05,61,29.51
1473,Mal neo ant nasopharynx,256.92,13,23.08
38650,Labyrinthine dysfunc NOS,256.84,76,27.63
72239,Schmorls node-region NEC,256.79,262,39.69
78940,Abdmnal rgdt unspcf site,256.77,62,37.1
V716,Observ-inflicted inj NEC,256.67,12,25.0
9118,Superfic inj trunk NEC,256.67,21,47.62
71991,Joint dis NOS-shlder,256.58,38,39.47
V8701,Contact/exposure arsenic,256.55,29,24.14
7801,Hallucinations,256.54,26,30.77
2729,Lipoid metabol dis NOS,256.32,38,44.74
V193,Family hx-ear disord NEC,256.32,38,21.05
9057,Late effec sprain/strain,256.19,42,45.24
4540,Leg varicosity w ulcer,256.19,97,32.99
81503,Fx metacarpal shaft-clos,256.0,10,40.0
V5416,Aftrcre traum fx low leg,256.0,10,40.0
1466,Mal neo lat oropharynx,256.0,10,0.0
V166,Family hx-leukemia,255.85,41,46.34
9147,Foreign body hand-infect,255.83,24,41.67
V4961,Status amput thumb,255.7,79,31.65
71952,Jt stiffness NEC-up/arm,255.28,53,32.08
7852,Cardiac murmurs NEC,255.1,96,34.38
33984,Prim exertion headache,255.1,49,44.9
56402,Outlet dysfnc constption,255.06,77,42.86
V4972,Status amput othr toe(s),254.93,67,26.87
2820,Hereditary spherocytosis,254.69,290,30.69
5199,Resp system disease NOS,254.62,279,36.56
7237,Ossification cerv lig,254.54,295,38.31
38901,Conduc hear loss ext ear,254.5,20,55.0
8716,Penetrat FB NEC eye,254.21,19,47.37
78065,Hypothrm-wo low env tmp,254.19,31,35.48
9169,Superf inj leg NEC-infec,254.09,22,45.45
81300,Fx upper forearm NOS-cl,254.0,15,33.33
61171,Mastodynia,254.0,135,32.59
7215,Kissing spine,253.96,273,34.8
45930,Chr venous hypr w/o comp,253.7,46,36.96
1528,Mal neo small bowel NEC,253.57,14,50.0
23872,Low grde myelody syn les,253.49,43,48.84
V183,Fam hx-blood disord NEC,253.46,26,38.46
53421,Ac marg ulc hem/perf-obs,253.44,32,37.5
7830,Anorexia,253.42,38,44.74
9554,Inj musculocutan nerve,253.33,12,25.0
8872,"Amput abv elbow, unilat",253.23,31,22.58
84512,Sprain metatarsophalang,253.19,47,34.04
7280,Infective myositis,253.19,69,28.99
2883,Eosinophilia,253.08,13,46.15
9170,Abrasion foot & toe,252.92,24,41.67
78945,Abdmnal rgdt periumbilic,252.7,63,28.57
V422,Heart valve transplant,252.68,82,31.71
4841,Pneum w cytomeg incl dis,252.65,34,47.06
3829,Otitis media NOS,252.5,12,25.0
60821,Extravag tors sperm cord,252.5,12,50.0
84510,Sprain of foot NOS,252.45,53,39.62
71930,Palindrom rheum-unspec,252.45,53,22.64
79093,Elvtd prstate spcf antgn,252.41,58,34.48
8442,Sprain cruciate lig knee,252.34,47,42.55
3559,Mononeuritis NOS,252.2,41,43.9
69012,Sbrheic infantl drmtitis,252.0,20,45.0
29521,Catatonia-subchronic,251.9,42,35.71
71948,Joint pain-jt NEC,251.86,43,30.23
3869,Vertiginous synd NOS,251.73,75,34.67
2811,B12 defic anemia NEC,251.72,344,42.44
9151,Abrasion finger-infected,251.58,19,26.32
49311,Int asthma w status asth,251.51,119,28.57
80712,Fracture two ribs-open,251.5,20,40.0
2819,Deficiency anemia NOS,251.31,328,35.67
4430,Raynaud's syndrome,251.22,49,28.57
33910,Tension headache NOS,251.08,37,35.14
1144,Ch pl coccidioidomycosis,250.94,32,31.25
72762,Biceps tendon rupture,250.93,75,44.0
V1781,Family hx osteoporosis,250.78,51,37.25
78343,Short stature,250.71,28,28.57
73399,Bone & cartilage dis NEC,250.57,35,28.57
8090,Fracture trunk bone-clos,250.5,20,45.0
1304,Toxoplasma pneumonitis,250.0,29,31.03
99982,Extravasn vesicant NEC,250.0,19,21.05
8419,Sprain elbow/forearm NOS,250.0,46,43.48
87373,Broken tooth-complicated,250.0,14,42.86
20720,Mgkrcyt leuk wo ach rmsn,250.0,11,45.45
9149,Superf inj hand NEC-inf,250.0,31,48.39
34701,Narcolepsy w cataplexy,249.8,51,39.22
9074,Lt eff nerv inj shld/arm,249.44,18,38.89
92300,Contusion shoulder reg,249.35,31,32.26
7322,Femoral epiphysiolysis,249.31,29,41.38
8771,Open wound buttock-compl,249.23,13,38.46
3885,Acoustic nerve disorders,249.17,12,50.0
5178,Lung involv in oth dis,249.15,260,41.54
2561,Ovarian hyperfunc NEC,249.09,11,36.36
V8524,"BMI 28.0-28.9,adult",249.06,32,46.88
3979,Rheum endocarditis NOS,248.85,78,37.18
78947,Abdmnal rgdt generalized,248.59,71,40.85
71598,Osteoarthro NOS-oth site,248.5,147,35.37
7108,Diff connect tis dis NEC,248.45,58,43.1
40400,Mal hy ht/kd I-IV w/o hf,248.42,57,35.09
45620,Bleed esoph var oth dis,248.33,42,35.71
4803,Pneumonia due to SARS,248.33,36,22.22
7955,Diagnosis 7955,248.08,52,50.0
7836,Polyphagia,248.08,26,30.77
29523,Catatonia-subchr/exacerb,247.93,29,24.14
99564,Anphyl react tr nts seed,247.86,14,42.86
28863,Monocytosis-symptomatic,247.73,22,31.82
4780,Hypertrph nasal turbinat,247.69,26,30.77
38632,Circumscri labyrinthitis,247.53,81,41.98
27541,Hypocalcemia,247.5,32,21.88
9932,Eff high altitud NEC/NOS,247.5,12,58.33
78899,Oth symptm urinary systm,247.34,94,39.36
29520,Catatonia-unspec,247.29,48,41.67
0791,Echo virus infect NOS,247.27,11,18.18
V1006,Hx-rectal & anal malign,247.27,44,27.27
71894,Jt derangement NOS-hand,247.27,44,34.09
4802,Parinfluenza viral pneum,247.24,29,24.14
38654,Hypoact labyrinth bilat,247.01,77,40.26
71500,General osteoarthrosis,246.94,124,36.29
29012,Presenile delusion,246.9,87,35.63
V643,No proc for reasons NEC,246.77,31,38.71
71922,Villonod synovit-up/arm,246.67,45,31.11
71883,Jt derangmnt NEC-forearm,246.36,44,36.36
29410,Dementia w/o behav dist,246.36,118,32.2
31502,Developmental dyslexia,245.83,12,58.33
